language,pegon,latin
Sunda,رَأَوْهُ,raauhu
Sunda,عَارِضًا,'ariḏan
Sunda,مُسْتَقْبِلَ,mustaqbila
Sunda,أَوْدِيَتِهِمْ,odiyatihim
Sunda,عَارِضٌ,'ariḏun
Sunda,مُمْطِرُنَا,mumṯiruna
Sunda,نَيْنْجَوْ,nenjo
Sunda,مَيْؼَا,mega
Sunda,نَمْفࣤ,nampě
Sunda,لَيڠْكُوْبْ,leṅkub
Sunda,مࣤنْدُوڠْ,měnduṅ
Sunda,اسْتَعْجَلْتُمْ,asta'jaltum
Sunda,رِيْحٌ,riẖun
Sunda,أَلِيْمٌ,alimun
Sunda,وَوَدِكࣤنْ,wawadikěn
Sunda,فَينْتَ,penta
Sunda,أَڠِينْ,aṅin
Sunda,تُوْفَنْ,tupan
Sunda,ڠَنْدُوڠْ,ṅanduṅ
Sunda,ۑࣤرِيْنَا,ñěrina
Sunda,تُدَمِّرُ,tudammiru
Sunda,كُلَّ,kulla
Sunda,بِأَمْرِ,biamri
Sunda,رَبِّهَا,rabbiha
Sunda,فَأَصْبَحُوْا,paaṣbaẖu
Sunda,يُرَى,yura
Sunda,مَسٰكِنُهُمْ,masākinuhum
Sunda,كَذَلِكَ,kaḋalika
Sunda,نَجْزِي,najzi
Sunda,الْقَوْمَ,al-qoma
Sunda,الْمُجْرِمِيْنَ,al-mujrimina
Sunda,ڠَابِنَاسَكࣤنْ,ṅabinasakěn
Sunda,تُمْفُرْ,tumpur
Sunda,أَجُرْ,ajur
Sunda,كَرِيْ,kari
Sunda,رُوْرُنْتُكْ,ruruntuk
Sunda,فَدُوُمْكَنَنَا,paduwumkanana
Sunda,ڠَابَلࣤسْ,ṅabalěs
Sunda,دَرَوْرَاكَ,daroraka
Sunda,ثَمُوْدَ,ṫamuda
Sunda,صَالِحْا,ṣaliẖ
Sunda,ثَمُوْدْ,ṫamud
Sunda,حِجَازْ,ẖijaz
Sunda,شَامْ,śam
Sunda,تࣤرَڠْكࣤنْ,těraṅkěn
Sunda,الْقُرْآنْ,al-qurān
Sunda,خُلَفَآءَ,ḵulapā`a
Sunda,نَلِيْكَ,nalika
Sunda,أَرَأَنْدِيْكَ,araandika
Sunda,مُڠْؼَرَانْ,muṅgaran
Sunda,وَبَوَّأَكُمْ,wabawwaakum
Sunda,تَتَّخِذُوْنَ,tattaḵiḋuna
Sunda,سُهُوْلِهَا,suhuliha
Sunda,قُصُوْرًا,quṣuran
Sunda,وَتَنْحِتُوْنَ,watanẖituna
Sunda,الْجِبَالِ,al-jibali
Sunda,بُيُوْتًا,buyutan
Sunda,كَوَاسَأَنْ,kawasaan
Sunda,ۑَرِيࣤنْ,ñariyěn
Sunda,مَهْلِيْؼَيْ,mahlige
Sunda,دَاتَرْ,datar
Sunda,ڠَلَا,ṅala
Sunda,بَاهَنْ,bahan
Sunda,إِيْمَهْ,imah
Sunda,آلَآءَ,ālā`a
Sunda,تَعْثَوْا,ta'ṫo
Sunda,مُفْسِدِيْنَ,mupsidina
Sunda,مَاسِڠْ,masiṅ
Sunda,نِمْبَلْكࣤنْ,nimbalkěn
Sunda,كَارُكْسَاكَنْ,karuksakan
Sunda,جࣤرَوْ,jěro
Sunda,نَؼَرَا,nagara
Sunda,كَرࣤفْ,karěp
Sunda,إِيْسُوْنْ,isun
Sunda,أَرࣤفْ,arěp
Sunda,مِڠْفِينْ,miṅpin
Sunda,رَاهَيَةْ,rahayah
Sunda,نَاهَا,naha
Sunda,كَارِيْ,kari
Sunda,بࣤةْ,bět
Sunda,ۑَارَيكْ,ñarek
Sunda,سَاكُوْمَهَا,sakumaha
Sunda,تَتَالِيْ,tatali
Sunda,كَرُوْهُنْ,karuhun
Sunda,مَڠْمَڠْ,maṅmaṅ
Sunda,تࣤرُوْسْ,těrus
Sunda,ۑࣤبَرْكࣤنْ,ñěbarkěn
Sunda,أَؼَامَنَا,agamana
Sunda,كَانُوْ,kanu
Sunda,لِيَنْ,liyan
Sunda,ڠِيْلِيْڠَنْ,ṅiliṅan
Sunda,كِيْتُوْنا,kituna
Sunda,نُوْؼَسْكࣤنْ,nugaskěn
Sunda,ڠَامَعْمُرْكࣤنْ,ṅama'murkěn
Sunda,نَؼَارَا,nagara
Sunda,كࣤرْتَا,kěrta
Sunda,رَاهَرْجَا,raharja
Sunda,تَرَارُوْبَةْ,tararubat
Sunda,تَلَاجَكْ,talajak
Sunda,أࣤڠْؼࣤسْ,ěṅgěs
Sunda,تَلَاجَكْنَا,talajakna
Sunda,لَوْبَ,loba
Sunda,بَبَاكُوْنَا,babakuna
Sunda,مَرِسْكِيْنْ,mariskin
Sunda,جَيڠْكَيلْ,jeṅkel
Sunda,تَرُوْمُتْ,tarumut
Sunda,سِيَلْ,siyal
Sunda,تُوْرُڮْ,turug
Sunda,أَيَانَا,ayana
Sunda,كَاكَچَوْوَانْ,kakacowan
Sunda,ڠَلَنْتَرَنْكࣤنْ,ṅalantarankěn
Sunda,ثَمُودْ,ṫamud
Sunda,رَيْفَيهْ,repeh
Sunda,رَافَيهْ,rapeh
Sunda,فࣤچَهْ,pěcah
Sunda,بࣤلَهْ,bělah
Sunda,سَبَبَرَاهَا,sababaraha
Sunda,دِۑَا,diña
Sunda,ڠَيَاكࣤنْ,ṅayakěn
Sunda,مُوْفَقَةْ,mupaqat
Sunda,ۑَوَالَكࣤنْ,ñawalakěn
Sunda,ڠَاتُرْ,ṅatur
Sunda,سِيَاسَةْ,siasat
Sunda,نَلَاسَنْ,nalasan
Sunda,فَاتِيْ,pati
Sunda,سَبَعْدَا,saba'da
Sunda,كَابَوْهَوْڠَنَنَا,kabohoṅanana
Sunda,أَتَوَا,atawa
Sunda,ۑَتَا,ñata
Sunda,بِيْسَائࣤنْ,bisaěn
Sunda,ڠَابُكْتِيْكࣤنْ,ṅabuktikěn
Sunda,بࣤنࣤرَانَنَا,běněranana
Sunda,مُعْجِزَةْ,mu'jizat
Sunda,چِيْكْ,cik
Sunda,بُكْتِيْكࣤنْ,buktikěn
Sunda,أُنْتَا,unta
Sunda,كࣤنْ,kěn
Sunda,سِيْنَا,sina
Sunda,ۑَاتُوْ,ñatu
Sunda,سَاكَرࣤفْنَا,sakarěpna
Sunda,مَانَ,mana
Sunda,إِيْنُوْمَنَنَا,inumanana
Sunda,تِيْنَا,tina
Sunda,ؼِلِيْرْ,gilir
Sunda,سَافَوْئَيْ,sapoe
Sunda,وَانِيْ,wani
Sunda,ڠَاؼَڠْؼُوْ,ṅagaṅgu
Sunda,كَاتِبَانَنْ,katibanan
Sunda,ڠَادَيْڠَيْ,ṅadeṅe
Sunda,جَوَابَنْ,jawaban
Sunda,فَدَ,pada
Sunda,ۑَلࣤڠْسࣤرِيْكࣤنْ,ñalěṅsěrikěn
Sunda,فِيْرَاكُوْ,piraku
Sunda,دِيْوَاوَدَينْ,diwawaden
Sunda,أُوْنْتَا,unta
Sunda,مَاكَيْ,make
Sunda,ڠَاوَاوَدَيْنْ,ṅawawaden
Sunda,دَائَيْكْ,daek
Sunda,أَتُورْ,atur
Sunda,لࣤئࣤتَنْ,lěětan
Sunda,ؼِلِيْرْكࣤنْ,giliirkěn
Sunda,أُوْنْتَانَا,untana
Sunda,تࣤكِيْرَا,těkira
Sunda,ڠَاهِيْنَانَا,ṅainana
Sunda,نَيْكَدْ,nekad
Sunda,كࣤكْ,kěk
Sunda,چࣤرࣤكْ,cěrěk
Sunda,چَيْتْ,cet
Sunda,فࣤنْچِيتْ,pěncit
Sunda,تࣤلِيْلَا,tělila
Sunda,ڠَاؼُوْرَوْوَوْكْ,ṅagurowok
Sunda,جُوْكُتْ,jukut
Sunda,رَارَيْفَيْنْ,rarepen
Sunda,بِيْنَاسَا,binasa
Sunda,رَوْرَنْتَوكْ,rorantok
Sunda,نَڮَرَا,nagara
Sunda,كَارَتَوْنَنَا,karatonana
Sunda,مَاسِهْ,masih
Sunda,سَكْسِكࣤنْ,saksikěn
Sunda,سَاكُرْ,sakur
Sunda,ڠَالِيْوَاتْ,ṅaliwat
Sunda,كَأَيْتَ,kaeta
Sunda,فَكَمْفُوْڠَنْ,pakampuṅan
Sunda,نَڮْرِيْ,nagri
Sunda,أَلَا,ala
Sunda,لِّثَمُوْدَ,liṫamuda
Sunda,مُوْدَهْمُوْدَهَنْ,mudahmudahan
Sunda,سَارُوْفَا,sarupa
Sunda,كَاتࣤرَافْ,katěrap
Sunda,سَفࣤرْتِيْ,sapěrti
Sunda,أَصْحَابُ,aṣẖabu
Sunda,الرَّسْ,ar-ras
Sunda,وَعَادًا,wa'adan
Sunda,وَّثَمُوْدَ,waṫamuda
Sunda,وَأَصْحَابَ,waaṣẖaba
Sunda,الرَّسِّ,ar-rassi
Sunda,رَسْ,ras
Sunda,مَاسِيهْ,masih
Sunda,كَالِنْدِهْ,kalindih
Sunda,تَوْتَلْ,total
Sunda,عُمُوْمْ,'umum
Sunda,أَرَأَيَا,araaya
Sunda,ڠَلُمْبَرْ,ṅalumbar
Sunda,ۑَرَابَا,ñaraba
Sunda,سُوْمُوْرْ,sumur
Sunda,ؼࣤدَيْنَا,gědena
Sunda,إِيْنُوْمَنْ,inuman
Sunda,فَڠࣤسِيْ,paṅěsi
Sunda,أَيْرَيْتَانَنَا,eretanana
Sunda,أَوْؼَي,oge
Sunda,تُوْجُوهْ,tujuh
Sunda,تِمْبَانَا,timbana
Sunda,نَؼْرِيْ,nagri
Sunda,عَدْنْ,'adn
Sunda,بِيْلَڠْ,bilaṅ
Sunda,هَارِيْتَا,harita
Sunda,سَاكُمَهَا,sakumaha
Sunda,اَلْقُرْآنْ,al-qurān
Sunda,فَكَأَيِّنْ,pakaayyin
Sunda,قَرْيَةٍ,qaryatin
Sunda,أَهْلَكْنَاهَا,ahlaknaa
Sunda,ظَالِمَةٌ,ẕalimatun
Sunda,فَهِيَ,pahiya
Sunda,خَاوِيَةٌ,ḵawiyatun
Sunda,عُرُوْشِهَا,'uruśiha
Sunda,وَبِئْرٍ,wabi`rin
Sunda,مُّعَطَّلَةٍ,mmu'aṯṯalatin
Sunda,وَقَصْرٍ,waqaṣrin
Sunda,مَّشِيْدٍ,mmaśidin
Sunda,فِيْرَاڠْ,piraṅ
Sunda,بِنَاسَاكࣤنْ,binasakěn
Sunda,فَڠࣤسِيْنَا,paṅěsina
Sunda,بࣤرَاكْ,běrak
Sunda,بࣤرُوْكْ,běruk
Sunda,وَاڠُوْنَنْنَا,waṅunanna
Sunda,رَارُونْتُوهْ,raruntuh
Sunda,هَاتࣤفْنَا,hatěpna
Sunda,أَمْبࣤرُوكْ,amběruk
Sunda,سُوْمُرْنَا,sumurna
Sunda,كَافَاكَيْ,kapake
Sunda,سَأَتْ,saat
Sunda,ڠَابَوْڮَأَنْ,ṅabogaan
Sunda,كَرَاتَوْنْ,karaton
Sunda,ڠَاجَالࣤڮࣤيْرْ,ṅajalěgěir
Sunda,ڮࣤدُوْڠْ,gěduṅ
Sunda,سِڮࣤرَوڠْ,sigěroṅ
Sunda,سُوْمُرْ,sumur
Sunda,فَاكَيْ,pake
Sunda,أَسْمَا,asma
Sunda,حَنْظَلَهْ,ẖanẕalah
Sunda,چࣤمْفࣤلُڠْكࣤنْ,cěmpěluṅkěn
Sunda,ڠَاجَاكْ,ṅajak
Sunda,إِبَادَهْ,ibadah
Sunda,يَڠْ,yaṅ
Sunda,وِيْدِيْ,widi
Sunda,تَوْحِيدْ,toẖid
Sunda,أَيْسَا,esa
Sunda,مِوَرَاڠْ,miwaraṅ
Sunda,سَلِيَنْ,saliyan
Sunda,مَرْڮِيْ,margi
Sunda,اَلْقُرْاَنْ,al-quran
Sunda,أَيَةْ,ayat
Sunda,نࣤرَڠْكَنْ,něraṅkěn
Sunda,قِصَةْ,qiṣah
Sunda,دِچࣤكَفْكࣤنْ,dicěkapkěn
Sunda,دُوْڮِيْ,dugi
Sunda,إِبْرَاهِيْمْ,ibraim
Sunda,تَارُخْ,taruḵ
Sunda,آزَرْ,āzar
Sunda,نَاخُوْرْ,naḵur
Sunda,سَارُوغْ,saruġ
Sunda,أَرْغُوْ,arġu
Sunda,فَالُغْ,paluġ
Sunda,عَابُرْ,'abur
Sunda,سَالُخْ,saluḵ
Sunda,فِيْنَاوْ,pinau
Sunda,لَاهِرْكࣤنْ,lahirkěn
Sunda,بَابِلَونْيَا,babilonya
Sunda,رَاجَنَا,rajana
Sunda,هَرِيْتَا,harita
Sunda,نَمْرُوذْ,namruḋ
Sunda,ڠِمْفَينْ,ṅimpen
Sunda,مَاكُوْتَنَا,makutana
Sunda,رࣤبُتْ,rěbut
Sunda,مُوْرَڠْكَلِيْهْ,muraṅkalih
Sunda,چُوْلَاڠُڠْ,culaṅuṅ
Sunda,مُوْرَڠْكَلِيهْ,muraṅkalih
Sunda,دُوْكُنْ,dukun
Sunda,چَرِيَوسْكࣤنْ,carioskěn
Sunda,رُنْتَڮْنَا,runtagna
Sunda,كَارَاجَأَنْنَنَا,karajaannana
Sunda,كُوْكِيْتُنَا,kukituna
Sunda,مَرِينْتَهْكࣤنْ,marintahkěn
Sunda,لَاهِرْ,lahir
Sunda,إِيْبُوْنَا,ibuna
Sunda,ڠَارَءَوسْ,ṅara`os
Sunda,ڠَلَاهِرْكࣤنْ,ṅalahirkěn
Sunda,تُوْلُوْي,tuluy
Sunda,كَابُوْرْ,kabur
Sunda,ڮُوْهَا,guha
Sunda,جَابَڠْ,jabaṅ
Sunda,بَايِيْنَا,bayina
Sunda,دِكَنْتُنْكࣤنْ,dikantunkěn
Sunda,فَنْتَوْنَا,pantona
Sunda,تُوْتُفْ,tutup
Sunda,تࣤرَاسْ,těras
Sunda,مُوْلِيهْ,mulih
Sunda,كُوْتَا,kuta
Sunda,أُڠْڮَلْ,uṅgal
Sunda,أَوْرَوْكْ,orok
Sunda,لَوْڠَوْكَنْ,loṅokan
Sunda,سُوْسُوَانْ,susuan
Sunda,سَوَاوَا,sawawa
Sunda,مِيْكِيْرْ,mikir
Sunda,سُمْفِيڠْ,sumpiṅ
Sunda,كَأَيَأَنْ,kaayaan
Sunda,هِيْرُوْفْ,hirup
Sunda,كُمْبُهْ,kumbuh
Sunda,تَرُوْتَمِيْ,tarutami
Sunda,بَڮْبَاڮَنْ,bagbagan
Sunda,أَڮَامَ,agama
Sunda,چَرِيَوْسْكࣤنْ,carioskěn
Sunda,كَاوِتْ,kawit
Sunda,رَاجَ,raja
Sunda,كَاچَاچَهْنَا,kacacahna
Sunda,مِڮُسْتِيْ,migusti
Sunda,كَابࣤرَاهَلَا,kaběrahala
Sunda,فࣤتِيْڠْ,pětiṅ
Sunda,ڠࣤلَوْلْ,ṅělol
Sunda,جَنَّ,janna
Sunda,اللَّيْلُ,al-lelu
Sunda,رَأَى,raa
Sunda,كَوْكَبًا,kokaban
Sunda,أَفَلَ,apala
Sunda,أُحِبُّ,uẖibbu
Sunda,الْآفِلِيْنَ,al-āpilina
Sunda,رࣤفْ,rěp
Sunda,بَيْنْتَڠْ,bentaṅ
Sunda,تِيْلࣤمْ,tilěm
Sunda,سَوْكْ,sok
Sunda,ڠࣤمْفࣤرَيْ,ṅěmpěre
Sunda,ۑَإِيࣤ,ñaiyě
Sunda,سُوْرُفْ,surup
Sunda,بࣤأَنَا,běana
Sunda,فَفَارِنْ,paparin
Sunda,كَئِيْسُكْنَا,kaisukna
Sunda,سُوْمِرَاتْ,sumirat
Sunda,دࣤئِيْهْ,děih
Sunda,كَمُشْرِيْكَنْ,kamuśrikan
Sunda,عِبَادَه,'ibadah
Sunda,ڠَيَوْڮَاكࣤنْ,ṅayogakěn
Sunda,لَاڠِتْ,laṅit
Sunda,إِخْلَاصْ,iḵlaṣ
Sunda,رَجࣤڠْ,rajěṅ
Sunda,مَلُشْرِكْ,maluśrik
Sunda,سࣤمْبَهْ,sěmbah
Sunda,فُوْجَا,puja
Sunda,إِيْوَالْ,iwal
Sunda,نُوْڠْڮَلْ,nuṅgal
Sunda,أَيْسَانَا,esana
Sunda,سَانَؤَسْ,sanaos
Sunda,ڠَرَءَوْسْ,ṅara`os
Sunda,فࣤرْيَوْڮِيْ,pěryogi
Sunda,كَاتࣤڮࣤسَنْ,katěgěsan
Sunda,سُوْفَدَوْسْ,supados
Sunda,صِدِقْ,ṣidiq
Sunda,چَوْچَوْڮْ,cocog
Sunda,كَايَقِيْنَنْ,kayaqinan
Sunda,نُوْمَوِيْ,numawi
Sunda,أَرِنِيْ,arini
Sunda,تُحْيِ,tuẖyi
Sunda,الْمَوْتَى,al-mota
Sunda,نُوْنْ,nun
Sunda,ڮُسْتِيْ,gusti
Sunda,أَبْدِيْ,abdi
Sunda,مُوْڮِيْ,mugi
Sunda,نِيْمْبوْڠْكࣤنْ,nimbuṅkěn
Sunda,چَرَانَا,carana
Sunda,مَؤَتْ,maot
Sunda,دَاوُهْنَا,dawuhna
Sunda,فࣤرْچَيَا,pěrcaya
Sunda,سَانَيْسْ,sanes
Sunda,فࣤرْچَنْتࣤنْ,pěrcantěn
Sunda,تࣤڠْتࣤرࣤمْ,těṅtěrěm
Sunda,مُوْنْ,mun
Sunda,تَيْوَكْ,tewak
Sunda,مَنُوْكْ,manuk
Sunda,أَوْفَهْ,opah
Sunda,لِيْلِنْدࣤكْ,lilinděk
Sunda,چَاچَڮَنْ,cacagan
Sunda,تࣤنْدࣤنْ,těnděn
Sunda,بَاڮِيَنْ,bagiyan
Sunda,ڮُوْنُڠْ,gunuṅ
Sunda,چَلُوْكَنْ,calukan
Sunda,هَلِيْبࣤرْ,haliběr
Sunda,ۑَمْفࣤرْكࣤنْ,ñampěrkěn
Sunda,ڮَمْبَرَانَنَا,gambaranana
Sunda,فࣤرَكْنَا,pěrakna
Sunda,ڠَهِيْرُفْكࣤنْ,ṅairupkěn
Sunda,بُوْلࣤدْ,bulěd
Sunda,كَايَقِيْنَنَنَا,kayaqinanana
Sunda,ڮِلِيْڮْ,gilig
Sunda,مَخْلُوْقْ,maḵluq
Sunda,بَرِيْسْ,baris
Sunda,فَرِكْسَا,pariksa
Sunda,عَمَلْلَنْنَنَا,'amallannana
Sunda,سِڠْكِيْلْ,siṅkil
Sunda,چَڠْچُوْتْ,caṅcut
Sunda,تَلِيْ,tali
Sunda,وَنْدَا,wanda
Sunda,ڠَاجَلَنْكࣤنْ,ṅajalankěn
Sunda,تُوْڮࣤسْ,tugěs
Sunda,دَعْوَهْنَا,da'wahna
Sunda,مِمِيْتَانْ,mimitan
Sunda,فَڠْدࣤكࣤتْنَا,paṅděkětna
Sunda,رُوْمَهْ,rumah
Sunda,تَڠْڮَانَا,taṅgana
Sunda,ۑَلِيْرَا,ñalira
Sunda,ڮࣤنِيْڠْ,gěniṅ
Sunda,بࣤهْ,běh
Sunda,ۑࣤمْبَهْ,ñěmbah
Sunda,بࣤرَاهَلَا,běrahala
Sunda,ڠَدَيْڠَيْ,ṅadeṅe
Sunda,ۑࣤمْبَدَأَنْ,ñěmbadaan
Sunda,سَأࣤتِيْكْ,saětik
Sunda,أَوْڮَيْ,oge
Sunda,سَايࣤكْتَوْسْنَا,sayěktosna
Sunda,كَيْڠَيْڠْ,keṅeṅ
Sunda,تُوْمُتْ,tumut
Sunda,ڠَاهَاتُرْكࣤنْ,ṅahaturkěn
Sunda,فِيْتُوْدُهْ,pituduh
Sunda,جَالَنْ,jalan
Sunda,لࣤمْفࣤڠْ,lěmpěṅ
Sunda,سَيْطَنْ,seṯan
Sunda,رࣤيْمْفَنْ,rěimpan
Sunda,بَوْكْ,bok
Sunda,بِلِيْهْ,bilih
Sunda,بَفَانَا,bapana
Sunda,أَنَكِيْڠْ,anakiṅ
Sunda,تࣤرࣤسࣤفْ,těrěsěp
Sunda,دَيْوَاتَ,dewata
Sunda,أࣤرࣤنْ,ěrěn
Sunda,بَرِسْ,baris
Sunda,بَلَيْدَوْڮْ,baledog
Sunda,جُوْرْ,jur
Sunda,دِيࣤ,diyě
Sunda,سَلَالَوَسْنَا,salalawasna
Sunda,سَفَرَنْتَوْسْ,saparantos
Sunda,نُوْلَكْ,nulak
Sunda,فَاڠَجَكْنَا,paṅajakna
Sunda,نࣤرَاسْكࣤنْ,něraskěn
Sunda,لِقَوْمِهِ,liqomihi
Sunda,تَعْبُدُوْنَ,ta'buduna
Sunda,تومروس,tumrus
Sunda,كا,ka
Sunda,قومنا,qumna
Sunda,نؤن,naun
Sunda,د,d
Sunda,فوجا,puja
Sunda,فنجوڠ,pnjuṅ
Sunda,تيه,tih
Sunda,سريرَيْيَا,srirea
Sunda,موجا,muja
Sunda,برهلا,brhala
Sunda,منجوڠ,manjuṅ
Sunda,تفيكوڠ,tpikuṅ
Sunda,سمبه,smbh
Sunda,تࣤفَتُوْتْ,těpatut
Sunda,بࣤرْهَلَا,běrhala
Sunda,ڠَدَيڠَي,ṅadeṅe
Sunda,أُوفَمَا,upama
Sunda,سَمْبَتْ,sambat
Sunda,بِيسَا,bisa
Sunda,مَيرَي,mere
Sunda,فِتُولُڠْ,pituluṅ
Sunda,بَهْلَا,bahla
Sunda,تَتَالِي,tatali
Sunda,كَارُوهُنْ,karuhun
Sunda,سَمْفَكْ,sampak
Sunda,فِيكِيرَانْ,pikiran
Sunda,فَمُوجَأَنْ,pamujaan
Sunda,بنر,bnr
Sunda,هࣤنْتࣤنا,hěntěna
Sunda,سࣤسࣤمْبَاهَنْ,sěsěmbahan
Sunda,سَتْرُوفِيكࣤنْ,satrupikěn
Sunda,مُوجَا,muja
Sunda,نُو,nu
Sunda,مُرْبࣤڠْ,murběṅ
Sunda,ڠَيُوڮَاكࣤنْ,ṅayugakěn
Sunda,فِتُودُهْ,pituduh
Sunda,ڠَينَومْ,ṅenom
Sunda,كَؤلَا,kaula
Sunda,ڮࣤرِيڠْ,gěriṅ
Sunda,ۑَڮࣤرْكࣤنْ,ñagěrkěn
Sunda,ڠَامَوْتكࣤنْ,ṅamautkěn
Sunda,ڠَاهِيرُفْكࣤنْ,ṅairupkěn
Sunda,دࣤئِي,děi
Sunda,كَؤُلَاجَڮَا,kaulajaga
Sunda,فِهَارࣤفْ,piharěp
Sunda,ڠَاهَفُنْتࣤنْ,ṅahapuntěn
Sunda,رُوفَ,rupa
Sunda,كَاسَلَاهَنْ,kasalahan
Sunda,دِينَا,dina
Sunda,فَوئَي,poe
Sunda,وَوَالࣤسْ,wawalěs
Sunda,قَوْمنَا,qomna
Sunda,نَولَكْ,nolak
Sunda,فِيكِيرْنَا,pikirna
Sunda,كَاڮَوكْ,kagok
Sunda,أَسَوڠْ,asoṅ
Sunda,كَافَالَڠْ,kapalaṅ
Sunda,بَاسࣤهْ,basěh
Sunda,كُودٌ,kudun
Sunda,ڮِيلِڮْ,gilig
Sunda,فَتَيْكَادَنْ,patekadan
Sunda,ۑَڠْهَارࣤفَنْ,ñaṅharěpan
Sunda,كَارَنْدَافَنْ,karandapan
Sunda,تَاللّهِ,tallāhi
Sunda,لَأَكِيْدَنَّ,laakidanna
Sunda,أَصْنَامَكُمْ,aṣnamakum
Sunda,تُوَلُّوا,tuwallua
Sunda,مُدْبِرِيْنْ,mudbirin
Sunda,أَومَوڠْنَا,omoṅna
Sunda,سَاجࣤرَونِيڠْ,sajěroniṅ
Sunda,أَتِي,ati
Sunda,ۑِيئࣤنْ,ñiěn
Sunda,فࣤتَاكُوْمَهَا,pětakumaha
Sunda,ڠَنْچُورْكࣤنْ,ṅancurkěn
Sunda,ۑَرِيڠْكَهْ,ñariṅkah
Sunda,هَنْچُرْكࣤنْ,hancurkěn
Sunda,نࣤفِي,něpi
Sunda,كَارࣤمُكْ,karěmuk
Sunda,بُوبُڮْ,bubug
Sunda,كَجَابَا,kajaba
Sunda,ڮࣤدَينَا,gědena
Sunda,كَمْفَكْنَا,kampakna
Sunda,سَڠْسَڠْكࣤنْ,saṅsaṅkěn
Sunda,تَكْنَا,takna
Sunda,تࣤرُوسْ,těrus
Sunda,مُولِيهْ,mulih
Sunda,بُومِنَا,bumina
Sunda,إِيسُوكْنَا,isukna
Sunda,لَوبَا,loba
Sunda,أَرَاسُفْ,arasup
Sunda,چَنْدِي,candi
Sunda,كَارَاڮَيتْ,karaget
Sunda,ۑَمْفَكَ,ñampaka
Sunda,بࣤراهَلَانَا,běrahalana
Sunda,فَبَالَتَكْ,pabalatak
Sunda,ڮُويُرْ,guyur
Sunda,سَلَالࣤمْبُرْ,salalěmbur
Sunda,سِيلِهْ,silih
Sunda,تَاۑَ,taña
Sunda,سَهَاَۑ,sahaañ
Sunda,جَلْمَانَ,jalmana
Sunda,ڮَارَا,gara
Sunda,سَرُوفَ,sarupa
Sunda,مَوءَلْ,mo`al
Sunda,تَڠْتُو,taṅtu
Sunda,فَڮَاوَييَانَ,pagaweana
Sunda,سِي,si
Sunda,بُودَكْ,budak
Sunda,نُرُسْ,nurus
Sunda,تُنْجُڠْ,tunjuṅ
Sunda,سِيَهْ,siyah
Sunda,كَامِي,kami
Sunda,بَيجَاكࣤنْ,bejakěn
Sunda,ڠَنْدِيكَ,ṅandika
Sunda,أَنُو,anu
Sunda,مِيڮَاوَي,migawe
Sunda,لَلَمْفَاهَنْ,lalampahan
Sunda,سَرُوْفَ,sarupa
Sunda,تُوْهْ,tuh
Sunda,أَيْتَوْ,eto
Sunda,مَيْڮَاوَيْ,megawe
Sunda,سُمَڠْڮَا,sumaṅga
Sunda,تَرَوْسْ,taros
Sunda,يَكْتَوْسْ,yaktos
Sunda,تِيَاسَئࣤنْ,tiasaěn
Sunda,ۑَرِيَوْسْ,ñarios
Sunda,ڠَهُوْلࣤڠْ,ṅaulěṅ
Sunda,تُڠْكُلْ,tuṅkul
Sunda,ڠࣤنْدِيْكَامَانَيْهْ,ṅěndikamaneh
Sunda,تࣤبِيْسَائࣤنْ,těbisaěn
Sunda,ڠَوْمَوْڠْ,ṅomoṅ
Sunda,هࣤرࣤيْ,hěrěi
Sunda,أونيڠا,uniṅa
Sunda,بࣤرَهَلَا,běrahala
Sunda,نَانَؤَنْ,nanaon
Sunda,سࣤسࣤمْبَهْ,sěsěmbah
Sunda,دُوْرُكْ,duruk
Sunda,سِيْڮَا,siga
Sunda,تُهُوْ,tuhu
Sunda,مُنْجࣤڠْ,munjěṅ
Sunda,دِيْوَاتَ,diwata
Sunda,سَڠْڮࣤسْ,saṅgěs
Sunda,سࣤنࣤ,sěně
Sunda,هُوْرُڠْكࣤنْ,huruṅkěn
Sunda,ڮُنْدُوْكَنْ,gundukan
Sunda,سُوْلُهَنْ,suluhan
Sunda,ڠُوْنُڠْ,ṅunuṅ
Sunda,مُنْتَبْ,muntab
Sunda,مࣤلࣤكࣤتࣤكْتࣤكْ,mělěkětěktěk
Sunda,هَاسࣤفْنَا,hasěpna
Sunda,لَڠِيْتْ,laṅit
Sunda,فَوْئَيْكْ,poek
Sunda,مࣤنْدُوْڠْ,měnduṅ
Sunda,أَلُڠْكࣤنْ,aluṅkěn
Sunda,مَنْجَنِيْقْ,manjaniq
Sunda,أَلَةْ,alat
Sunda,مَرِيࣤمْ,mariyěm
Sunda,فَرَنْتِيْ,paranti
Sunda,ڠَالُڠْكࣤنْ,ṅaluṅkěn
Sunda,ڠَاڮࣤمْفُوْرْ,ṅagěmpur
Sunda,بَيْنْتَيْڠْ,benteṅ
Sunda,وَاتࣤكْنَا,watěkna
Sunda,فَانَسْ,panas
Sunda,مَاتَكْ,matak
Sunda,تُوْتُڠْ,tutuṅ
Sunda,ڠَادُوْرُكْ,ṅaduruk
Sunda,كَالَيْنْتَبْ,kalentab
Sunda,نَنَؤَنْ,nanaon
Sunda,كَارَاسَنَا,karasana
Sunda,تِئِسْ,tiis
Sunda,هَنْدَافࣤنْ,handapěn
Sunda,تَاتَڠْكَلَنْ,tataṅkalan
Sunda,إِيُوْهْ,iuh
